관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명,시도
41220-00237,장안하늘채 근린공원(동부 25호),근린공원,,경기도 평택시 장안동 621,37.057621,127.077627,10088.5,다리올리기+마라톤운동기+옆파도타기+온몸근육풀기+온몸노젓기+평행봉+하늘걷기,모래놀이집+모래포장+시소+조합놀이대+흔들놀이,자전거거치대(10대)+화장실,,수목보호덮개+집수정+트랜치,1996-12-17,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00238,제1호 근린공원(가재지구),근린공원,경기도 평택시 가재길 52 (가재동),경기도 평택시 가재동 436-1,37.044253,127.07525,25600.0,,,,,,2011-11-25,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00239,제1호 근린공원(브레인시티 일반산업단지),근린공원,,경기도 평택시 장안동 204-2,37.052902,127.087992,29646.0,,,,,,2010-03-15,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00240,제2호 근린공원(가재지구),근린공원,경기도 평택시 막곡길 45-14 (가재동),경기도 평택시 가재동 산58-1,37.041645918,127.0845378479,16340.0,,,,,,2011-11-25,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00241,제2호 근린공원(브레인시티 일반산업단지),근린공원,경기도 평택시 삼남로 351 (장안동),경기도 평택시 장안동 61-4,37.056557,127.092852,13757.0,,,,,,2010-03-15,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00242,제3호 근린공원(브레인시티 일반산업단지),근린공원,,경기도 평택시 장안동 산130,37.050579,127.092787,15005.0,,,,,,2010-03-15,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00243,진위 근린공원,근린공원,경기도 평택시 진위면 견산1길 17-10,경기도 평택시 진위면 견산리 산16,37.109273,127.074837,36636.0,,,,,,2006-06-13,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00244,진위산업단지 근린공원,근린공원,경기도 평택시 진위면 진위산단로 53-21,경기도 평택시 진위면 청호리 342-4,37.122825,127.082002,12100.1,농구대+농구장+온몸역기올리기+온몸허리돌리기+윗몸일으키기+족구네트걸이+풋살골대,,음수전+화장실,,공사 기념비+수목보호대+집수정+트랜치,2006-09-18,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00245,충의 근린공원,근린공원,,경기도 평택시 이충동 692,37.059477,127.071108,14181.6,네트걸이대+다리뻗치기+등허리지압기+마라톤운동기+배드민턴장+옆파도타기+윗몸일으키기+지압길 포장+하늘걷기,고무매트포장+조합놀이대,화장실,,U형측구+수목보호덮개+옹벽+집수정+충의각 기념비+충의각 위령비+토사방지용 원주목경계+트랜치,2002-05-29,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00208,2호 근린공원(고덕국제화지구 서정동),근린공원,,경기도 평택시 서정동 608-2답,37.072141,127.042956,186797.0,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00209,아홉거리 근린공원,근린공원,,경기도 평택시 고덕면 당현리 457답,37.059962,127.034466,70920.0,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00210,두릉 근린공원,근린공원,,경기도 평택시 고덕면 두릉리 산32-5임,37.05882,127.021191,23246.0,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00211,5호 근린공원(고덕국제화지구 율포리),근린공원,,경기도 평택시 고덕면 율포리 512-6잡,37.051142,127.019873,38267.0,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00212,6호 근린공원(고덕국제화지구 좌교리),근린공원,,경기도 평택시 고덕면 좌교리 433-52전,37.046797,127.018503,59444.0,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00213,7호 근린공원(고덕국제화지구 두릉리),근린공원,,경기도 평택시 고덕면 두릉리 576임,37.053903,127.017266,26170.0,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00214,8호 근린공원(고덕국제화지구 두룡리),근린공원,,경기도 평택시 고덕면 두릉리 547-1번,37.050157,127.015155,36470.0,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00215,9호 근린공원(고덕국제화지구 율포리),근린공원,,경기도 평택시 고덕면 율포리 539-5장,37.047085,127.014586,22200.0,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00216,LG Digital Park일반산업단지 근린공원,근린공원,경기도 평택시 진위면 엘지로 222,경기도 평택시 진위면 청호리 367,37.128946,127.091568,19939.5,체력단련시설+체력단련장1+체력단련장2,,,,도수로+벤치플륨관+산마루측구+우배수시설+우수맨홀+우수받이+우수받이연결관+절토구간+집수정+집수정연결관,2013-09-11,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00217,가곡 근린공원,근린공원,경기도 평택시 진위면 가곡1길 39,경기도 평택시 진위면 가곡리 70-1,37.11258,127.08718,18268.0,,,,,,2006-06-13,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00218,갈곶 근린공원(진위제2산업단지),근린공원,,경기도 평택시 진위면 갈곶리 118,37.12396,127.079289,12781.0,다리뻗치기+마라톤운동+어깨근육풀기+역기내리기+역기올리기+인조잔디 라인마킹(풋살장 시설 및 포장)+풋살골대(이동식)(풋살장 시설 및 포장)+풋살장+하늘걷기,,음수전+자전거보관대+화장실,,DRAIN Valve+Q.C Valve+U형 플륨관+급수관+맹암거 간선+맹암거 간선(풋살장 우배수)+맹암거 지선+맹암거 지선(풋살장 우배수)+스틸그레이팅(풋살장 시설 및 포장)+연결관+오수받이(PE)+자연석쌓기B+잔디수로+제수변+집수정+집수정(풋살장 우배수)+측구수로관(풋살장 우배수),2013-12-05,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00219,견산 근린공원,근린공원,,경기도 평택시 진위면 견산리 산9임,37.107238,127.077771,53243.0,,,,,,2006-06-13,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00220,궁리 근린공원(궁리2지구),근린공원,,경기도 평택시 고덕면 궁리 산32,37.022288,127.035645,19409.0,,,,,,2016-04-28,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00221,모곡 근린공원,근린공원,경기도 평택시 산단로52번길 21 (모곡동),경기도 평택시 모곡동 444,37.035404,127.075836,27546.6,게이트볼장+온몸근육풀기+온몸허리돌리기+윗몸일으키기+축구대+축구장+테니스 네트대+테니스 심판대+테니스장+하늘걷기,,자전거거치대+주차장+화장실,,PE 빗물받이+공단준공기념비+우수관+조회대+트랜치+하수관천공접합,1988-04-23,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00222,반지산(돌산) 근린공원,근린공원,,경기도 평택시 이충동 662,37.058844,127.064732,25136.2,다리뻗치기+등허리지압기+배드민턴장+배드민턴지주대+온몸근육풀기+온몸허리돌리기+지압보도,고무매트포장+조합놀이대,화장실,,PE 빗물받이+U형측구+맨홀+맨홀뚜껑+배수관+배수로+산석경계벽+상수관+오수관+옹벽+자연석쌓기+집수정+플륨관,2002-05-29,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00223,봉골 근린공원(고덕일반산업단지),근린공원,,경기도 평택시 고덕면 여염리 1683공,37.026177,127.063527,115620.2,다목적운동장,,음수전+자전거보관대+화장실,,L형측구+PE빗물받이+QC밸브+배수관(PE이중벽관)+배수관(PVC PIPE)+상수관로+오수관로(PE이중벽관)+집수정A+측구B+측구수로관+측구수로관A,2010-11-16,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00224,봉남 근린공원,근린공원,,경기도 평택시 진위면 봉남리 산22-1,37.105507,127.092851,99999.0,,,,,,2006-06-13,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00225,부락산분수 근린공원,근린공원,,경기도 평택시 이충동 279-1,37.065121,127.067652,161070.0,농구대+등허리지압기+마라톤운동기+옆파도타기+온몸역기올리기+온몸근육풀기+온몸허리돌리기+윗몸일으키기+철봉+평행봉+온몸역기내리기+하늘걷기,,음수전+화장실,,소화전+시계탑+옹벽+집수정+컨츄리매너 옹벽+트랜치,2010-12-30,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00226,상서재 근린공원(동삭2지구),근린공원,,경기도 평택시 칠원동 산56,37.022294,127.098857,16326.0,,,,,,2013-05-08,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00227,상서재서초 근린공원(동삭2지구),근린공원,,경기도 평택시 칠원동 산63,37.035098,127.105155,13005.0,,,,,,2013-05-08,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00228,서정 근린공원,근린공원,,경기도 평택시 서정동 201-7 201-8,37.063181,127.060854,18910.0,거꾸로매달리기+건너기+다리뻗치기+다리올리기+등치기+등허리지압기+마라톤운동기+벤치프레스+어깨근육풀기+옆파도타기+오금펴기+온몸노젓기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+철봉+평행봉+하늘걷기,,음수전+화장실,,옹벽+자연석쌓기+집수정+측량기준점+트랜치+현충탑,1966-08-31,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00229,석정 근린공원(북),근린공원,,경기도 평택시 이충동 산81-1,37.056071,127.061922,321558.0,,,,,,1987-05-11,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00397,2호 근린공원 (화양지구),근린공원,,경기도 평택시 현덕면 운정리 산72-1,36.986097,126.899903,14126.0,,,,,,2013-10-04,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00265,고덕 1호 문화공원 (고덕국제화지구),문화공원,,경기도 평택시 고덕면 율포리 356-9잡,37.054885,127.034647,148156.0,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00204,노와이주단지 체육공원(노와지구),체육공원,,경기도 평택시 팽성읍 노와리 456공,36.947202,127.090014,18000.6,등허리지압기+배드민턴지주대+옆파도타기+온몸근육풀기+온몸노젓기+온몸역기올리기+온몸허리돌리기+운동장+하늘걷기,,음수전+화장실,,상수관+스탠드+우수관+원심력사각수로관+유공관+자연석쌓기+잔디수로+제수변+집수정+측구수로관,2008-10-23,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00205,11호 근린공원(고덕국제화지구  해창리),근린공원,,경기도 평택시 고덕면 해창리 531답,37.038837,127.016067,61914.0,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00206,함박산 근린공원,근린공원,,경기도 평택시 고덕면 좌교리 산35-4임,37.044113,127.032301,673747.0,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00207,14호 근린공원(고덕국제화지구  해창리),근린공원,,경기도 평택시 고덕면 해창리 361-1전,37.032926,127.019145,19999.0,,,,,,2013-01-04,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00398,3호 뜸이기뜰 근린공원(화양지구),근린공원,,경기도 평택시 현덕면 운정리 산63-3,36.982419,126.901233,23523.0,,,,,,2013-10-04,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00535,동말 근린공원,근린공원,,경기도 평택시 고덕면 당현리 457답,37.05996,127.0301,23428.0,,,,,,2020-01-04,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00539,이음근린공원,근린공원,,경기도 평택시 고덕동 2461-3,37.0429533931,127.0240531943,26476.7,,,,,,,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00540,새솔근린공원,근린공원,,경기도 평택시 고덕동 2719-4,37.033245,127.0263504072,12119.0,,,,,,,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00516,율북 체육공원,체육공원,,경기도 평택시 청북면 율북리 886답,37.05742,126.979386,16082.0,,,,,,2015-10-15,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00517,드림 체육공원,체육공원,,경기도 평택시 청북면 율북리 867답,37.062376,126.970077,15224.0,,,,,,2015-10-15,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00518,으뜸 체육공원(청북지구 택지개발),체육공원,,경기도 평택시 청북면 옥길리 1072,37.019934,126.909408,11023.0,농구장+풋살장+다리근육풀기+벽걸이농구대+온몸노젓기+온몸역기올리기+온몸허리돌리기+인라인(스케이트보드)장+인라인시설 大+인라인시설 小+인라인평균대+풋살장펜스(의자일체형),,음수전+자전거거치대+화장실,,수도미터기+오수맨홀+자연석쌓기+집수정+통신 맨홀+트랜치+한전 맨홀,2005-10-07,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00519,12호 근린공원(고덕국제화지구),근린공원,,경기도 평택시 고덕면 좌교리 353임,37.041582,127.020765,99999.0,,,,,,2010-01-29,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00520,큰나루 근린공원,근린공원,,경기도 평택시 포승읍 만호리 471-4,36.954857,126.862459,99999.0,,,,,,2013-09-03,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
41220-00521,높은들 근린공원,근린공원,,경기도 평택시 신대동 16-4,36.996059,127.0795,99999.0,,,,,,2016-05-19,경기도 평택시청,031-8024-4248,2025-02-17,3910000,경기도 평택시,경기도
