번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),점포구분명,Unnamed: 29,위도,경도
221,대규모점포,08_25_01_P,3270000,2006327006407500001,2022-03-07,,1,영업/정상,1,정상영업,,,,1979-12-24,051  6459691,2511.4,601-806,부산광역시 동구 범일2동 290번지 3호,부산광역시 동구 범일로65번길 8 (범일동),601-806,사단법인 부산남문시장번영회,2023-03-29 13:45:13,U,2023-04-01 02:40:00,그 밖의 대규모점포,387566.848456349,183802.134192251,대규모점포,,35.135897,129.058723
222,대규모점포,08_25_01_P,3740000,2022374039007500001,2022-02-22,,1,영업/정상,1,정상영업,,,,,02-2015-8524,5926.48,,경기도 수원시 권선구 서둔동 296-124,경기도 수원시 권선구 세화로134번길 31(서둔동),16621,홈씨씨 수원점,2024-05-27 16:59:27,U,2024-05-29 02:40:00,전문점,199672.086338054,418258.297963828,대규모점포,,37.266271,126.997094
230,대규모점포,08_25_01_P,3910000,2021391039707500001,2021-12-14,,1,영업/정상,1,정상영업,,,,,0316601000,29652.0,,경기도 평택시 장당동 154-2,경기도 평택시 경기대로 945(장당동),17787,평택프리미엄아울렛,2023-04-26 18:32:14,U,2023-05-26 08:48:36,전문점,206113.48015676,392491.288366379,대규모점포,,37.034077,127.069505
231,대규모점포,08_25_01_P,3720000,2021372017807500002,2021-12-09,,1,영업/정상,1,정상영업,,,,,02-3460-6611,4731.14,,울산광역시 북구 진장동 1048-3,울산광역시 북구 진장유통로 65(진장동),44249,삼성전자 판매 북울산본점,2021-12-09 15:38:31,I,2021-12-11 00:22:54,전문점,413465.24843819,233302.05395249,대규모점포,,35.576522,129.35558
232,대규모점포,08_25_01_P,4050000,2021405051807500001,2021-12-02,,1,영업/정상,1,정상영업,,,,,031-335-8808,4106.09,,경기도 용인시 처인구 고림동 599-8,경기도 용인시 처인구 고림로 206(고림동),17149,정동마트,2023-04-17 13:06:51,U,2023-04-19 02:40:00,대형마트,219741.52429013,416424.828522115,대규모점포,,37.249543,127.223304
235,대규모점포,08_25_01_P,3720000,2021372017807500001,2021-11-10,,1,영업/정상,1,정상영업,,,,,052-248-0110,3240.43,,울산광역시 북구 진장동 1048-1,울산광역시 북구 진장유통1로 60(진장동),44249,진장 회 수산센터,2021-11-29 17:04:08,U,2021-12-01 02:40:00,그 밖의 대규모점포,413428.796160802,233369.961340036,대규모점포,,35.577141,129.355196
236,대규모점포,08_25_01_P,5540000,2021554025007500001,2021-11-03,,1,영업/정상,1,정상영업,,,,,031-767-8324,11697.53,,경기도 광주시 경안동 447,경기도 광주시 경안로41번길 6(경안동),12760,광주 금호 리첸시아 센트럴 스퀘어,2023-04-28 09:39:57,U,2023-04-30 02:40:00,그 밖의 대규모점포,222618.188936667,434045.266636268,대규모점포,,37.408241,127.256263
247,대규모점포,08_25_01_P,6510000,2021651021607500001,2021-07-26,,1,영업/정상,1,정상영업,,,,,064-795-0000,8942.96,,제주특별자치도 제주시 노형동 925 제주 드림타워 복합리조트,"제주특별자치도 제주시 노연로 12, 제주 드림타워 복합리조트 (노형동)",63082,제주드림타워,2021-07-26 12:24:39,I,2021-07-28 00:22:52,그 밖의 대규모점포,151732.711618361,-1108.97482994933,대규모점포,,33.485337,126.481477
249,대규모점포,08_25_01_P,3010000,2021301016607500001,2021-07-16,,1,영업/정상,1,정상영업,,,,,02-3452-2379,8767.97,,서울특별시 중구 남대문로2가 9-1,,,센터포인트 명동,2022-05-10 10:26:39,U,2022-05-12 02:40:00,쇼핑센터,198401.701305913,451374.312212737,대규모점포,,37.564649,126.982697
251,대규모점포,08_25_01_P,3490000,2021349019107500001,2021-06-29,,1,영업/정상,1,정상영업,,,,,,6296.89,,인천광역시 중구 운서동 2807-4 1~2층,"인천광역시 중구 흰바위로59번길 8, 1~2층 (운서동)",22371,버터플라이시티,2021-07-27 13:19:41,U,2021-07-29 02:40:00,그 밖의 대규모점포,155043.212248761,443462.941663413,대규모점포,,37.492273,126.492432
252,대규모점포,08_25_01_P,4840000,2021484012707500001,2021-06-22,,1,영업/정상,1,정상영업,,,,,061-760-8122,13558.2,,전라남도 광양시 중동 1811-1 홈플러스 광양점,"전라남도 광양시 항만11로 70, 홈플러스 광양점 (중동)",57793,홈플러스 광양점,2024-03-14 17:39:27,U,2024-03-16 02:40:00,대형마트,263409.919971471,159060.647898764,대규모점포,,34.928372,127.694809
254,대규모점포,08_25_01_P,3990000,2021399046507500001,2021-06-17,,1,영업/정상,1,정상영업,,,,,02-2211-1311,9057.85,,경기도 남양주시 화도읍 묵현리 368-2,경기도 남양주시 화도읍 경춘로 1725,12171,한성몰 남양주점,2021-06-17 18:06:48,I,2021-06-19 00:22:54,전문점,224788.908585668,461612.798454074,대규모점포,,37.656565,127.281709
255,대규모점포,08_25_01_P,3040000,2021304019007500001,2021-06-08,,1,영업/정상,1,정상영업,,,,,024578045,3208.98,,서울특별시 광진구 구의동 66-25,서울특별시 광진구 광나루로39길 11 (구의동),04977,구의 자이르네 판매시설,2025-03-18 17:07:41,U,2025-03-20 02:40:00,그 밖의 대규모점포,207775.86513205,449252.386906411,대규모점포,,37.5455,127.088778
257,대규모점포,08_25_01_P,3740000,2021374039007500001,2021-05-25,,1,영업/정상,1,정상영업,,,,,02-3404-4921,5855.48,,경기도 수원시 장안구 정자동 950 화서역 파크푸르지오,"경기도 수원시 장안구 대평로 27 (정자동, 화서역 파크푸르지오)",16318,화서역파크푸르지오 오피스텔&상가,2023-10-23 10:34:25,U,2023-10-25 02:40:00,복합쇼핑몰,199460.301398641,420871.789200422,대규모점포,,37.289819,126.994704
260,대규모점포,08_25_01_P,3670000,2021367017407500001,2021-04-28,,1,영업/정상,1,정상영업,,,,,1588-1234,82790.1,,대전광역시 유성구 도룡동 3-1,대전광역시 유성구 엑스포로 1(도룡동),34126,대전신세계 엑스포점,2025-12-15 16:11:32,U,2025-12-17 02:40:00,백화점,234414.00794623,319679.535632277,대규모점포,,36.377362,127.384314
262,대규모점포,08_25_01_P,4000000,2021400019407500001,2021-04-22,,1,영업/정상,1,정상영업,,,,,,0.0,,경기도 오산시 원동 773-1,경기도 오산시 원동로37번길 27 (원동),18141,오산 원동 상점가,2024-05-09 10:25:16,U,2024-05-11 02:40:00,구분없음,206226.32427256,404756.266645655,대규모점포,,37.144592,127.070874
264,대규모점포,08_25_01_P,4020000,2021402022707500001,2021-04-09,,1,영업/정상,1,정상영업,,,,,031-8003-6400,4763.86,,경기도 군포시 도마교동 478,경기도 군포시 송부로96번길 12 (도마교동),15885,군포송정 풍산리치안 플랫몰,2021-04-15 14:40:08,U,2021-04-17 02:40:00,그 밖의 대규모점포,193182.580781349,423740.621946567,대규모점포,,37.315643,126.923882
265,대규모점포,08_25_01_P,3780000,2021378033407500001,2021-04-08,,1,영업/정상,1,정상영업,,,,,02-6959-7817,19968.31,,경기도 성남시 수정구 시흥동 288-2,경기도 성남시 수정구 창업로 17 (시흥동),13449,파미어스몰,2025-05-13 16:41:14,U,2025-05-15 02:40:00,쇼핑센터,208613.865984257,434443.112052722,대규모점포,,37.412061,127.098088
268,대규모점포,08_25_01_P,3980000,2021398012907500001,2021-04-06,,1,영업/정상,1,정상영업,,,,,031-513-6001,18408.86,,경기도 구리시 인창동 430 구리유통종합상가,"경기도 구리시 동구릉로136번길 57, 구리유통종합상가 할인점동 (인창동)",11915,시민마트,2023-07-14 15:54:24,U,2023-07-16 02:40:00,구분없음,212367.118425352,456712.576784184,대규모점포,,37.612665,127.140856
270,대규모점포,08_25_01_P,3400000,2021340010907500001,2021-03-31,,1,영업/정상,1,정상영업,,,,,02-6959-7869,18430.51,,부산광역시 기장군 기장읍 시랑리 산 46,,,부산 오시리아 테마파크 판매시설,2021-07-13 20:35:21,U,2021-07-15 02:40:00,쇼핑센터,401648.172377821,190623.521052889,대규모점포,,35.194615,129.214784
272,대규모점포,08_25_01_P,3900000,2021390026407500002,2021-03-05,,1,영업/정상,1,정상영업,,,,,070-4770-0796,28985.96,,경기도 광명시 일직동 512-3,경기도 광명시 양지로 17(일직동),14345,에이케이플라자(주) 광명점,2025-01-09 10:16:24,U,2025-01-11 02:40:00,쇼핑센터,189541.850018502,435187.738812827,대규모점포,,37.41875,126.882647
274,대규모점포,08_25_01_P,3330000,2021333015107500001,2021-02-25,,1,영업/정상,1,정상영업,,,,,051-781-8001,28555.44,,부산광역시 해운대구 중동 1829 엘시티,"부산광역시 해운대구 달맞이길 30 (중동, 엘시티)",48099,엘시티 더 몰,2024-04-03 10:23:15,U,2024-04-05 02:40:00,그 밖의 대규모점포,397540.467298187,186751.661439715,대규모점포,,35.160557,129.168787
275,대규모점포,08_25_01_P,5530000,2021553038907500001,2021-02-25,,1,영업/정상,1,정상영업,,,,,02-380-9429,14828.36,,경기도 화성시 오산동 1022,경기도 화성시 동탄대로 451(오산동),18481,트레이더스 홀세일 클럽 동탄점,2024-04-23 09:24:01,U,2024-04-25 02:40:00,대형마트,208551.191176942,410187.304225812,대규모점포,,37.19351,127.097104
276,대규모점포,08_25_01_P,3640000,2017364011407500001,2021-02-22,,1,영업/정상,1,정상영업,,,,,0422818001,8435.05,,대전광역시 동구 가오동 557번지 패션아일랜드,대전광역시 동구 은어송로 72 (가오동),34681,홈플러스(주)대전가오점,2024-02-27 17:01:38,U,2024-02-29 02:40:00,대형마트,241064.767614979,311893.45796323,대규모점포,,36.306938,127.45802
278,대규모점포,08_25_01_P,5530000,2010553021407500001,2021-02-10,,1,영업/정상,1,정상영업,,,,,03180157000,7668.62,445-160,경기도 화성시 반송동 98번지,경기도 화성시 동탄중앙로 200 (반송동),445-160,홈플러스(주)화성동탄점,2024-03-12 17:36:32,U,2024-03-14 02:40:00,대형마트,206007.25472163,411214.942059565,대규모점포,,37.202789,127.068459
279,대규모점포,08_25_01_P,4490000,2021449037507500002,2021-02-10,,1,영업/정상,1,정상영업,,,,,070-4060-4128,8226.0,,충청남도 천안시 서북구 쌍용동 1367,충청남도 천안시 서북구 월봉로 95 (쌍용동),31171,맘마마트 천안점,2021-07-09 20:00:41,U,2021-07-11 02:40:00,대형마트,210350.365980618,366539.832359485,대규모점포,,36.800196,127.116772
280,대규모점포,08_25_01_P,6520000,2020652017807500001,2020-11-25,,1,영업/정상,1,정상영업,,,,,064-908-6013,8834.54,,제주특별자치도 서귀포시 안덕면 서광리 산 24,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,63522,제주 프리미엄 전문점,2025-11-11 19:04:21,U,2025-11-13 02:40:00,전문점,136356.94232239,-20780.8074935676,대규모점포,,33.307181,126.317438
281,대규모점포,08_25_01_P,5710000,2020571018307500002,2020-11-23,,1,영업/정상,1,정상영업,,,,,043-268-6553,10859.11,,충청북도 청주시 흥덕구 화계동 196,충청북도 청주시 흥덕구 엘지로 34 (화계동),28293,다농엘마트,2020-11-20 16:56:39,I,2020-11-22 00:23:08,대형마트,238982.031354431,351205.893661209,대규모점포,,36.661279,127.436808
282,대규모점포,08_25_01_P,3520000,2020352017507500002,2020-10-28,,1,영업/정상,1,정상영업,,,,,032-228-1218,16105.88,,인천광역시 연수구 송도동 93,인천광역시 연수구 컨벤시아대로 204 (송도동),22004,인천 스타트업파크,2024-02-13 17:07:15,U,2024-02-15 02:40:00,그 밖의 대규모점포,168034.064747116,431810.029413724,대규모점포,,37.387823,126.639831
284,대규모점포,08_25_01_P,3180000,2020318023907500002,2020-10-12,,1,영업/정상,1,정상영업,,,,,02-2038-8575,3613.32,,서울특별시 영등포구 양평동1가 247 영등포 중흥 S-CLASS,"서울특별시 영등포구 선유서로24길 6 (양평동1가, 영등포 중흥 S-CLASS)",07273,영등포 중흥 에스클래스,2021-04-07 10:37:13,U,2021-04-09 02:40:00,그 밖의 대규모점포,189877.186450371,446802.004602857,대규모점포,,37.523398,126.886275
285,대규모점포,08_25_01_P,5710000,2020571018307500001,2020-09-23,,1,영업/정상,1,정상영업,,,,,043-215-4200,6835.73,,충청북도 청주시 청원구 오창읍 창리 64-4,충청북도 청주시 청원구 오창읍 공항로 1033-23,28109,주식회사 아산마트오창점,2024-04-04 09:05:06,U,2024-04-06 02:40:00,대형마트,240180.478406721,359898.219890676,대규모점포,,36.739556,127.450668
287,대규모점포,08_25_01_P,3020000,2020302015007500001,2020-08-13,,1,영업/정상,1,정상영업,,,,,02-2689-0035,8500.52,,서울특별시 용산구 한강로3가 2-8,"서울특별시 용산구 청파로 100, 12동 2층 (한강로3가)",04372,(주)서부티엔디,2020-08-13 09:12:59,I,2020-08-15 00:23:13,전문점,196605.511573689,447841.270074498,대규모점포,,37.532812,126.962384
288,대규모점포,08_25_01_P,3720000,2020372017807500001,2020-08-12,,1,영업/정상,1,정상영업,,,,,02-2015-3826,3886.91,,울산광역시 북구 진장동 285-1 KCC진장사옥,"울산광역시 북구 진장유통로 28-17, KCC진장사옥 (진장동)",44248,주식회사 케이씨씨글라스 홈씨씨울산점,2024-05-16 17:13:12,U,2024-05-18 02:40:00,복합쇼핑몰,413816.065283908,233057.855813064,대규모점포,,35.574247,129.359382
289,대규모점포,08_25_01_P,4641000,2020464047907500001,2020-08-05,,1,영업/정상,1,정상영업,,,,,02-2181-9400,15882.9,,전북특별자치도 전주시 덕진구 장동 1111 전북혁신도시 더 M city 센텀,"전북특별자치도 전주시 덕진구 기지로 77 (장동, 전북혁신도시 더 M city 센텀)",54865,전북혁신도시 대방디엠시티,2021-03-26 17:32:34,I,2024-01-19 01:16:45,그 밖의 대규모점포,205360.64276712,259875.953149564,대규모점포,,35.839005,127.060137
292,대규모점포,08_25_01_P,3160000,2020316015907500001,2020-06-26,,1,영업/정상,1,정상영업,,,,,02-323-0456,49220.79,,서울특별시 구로구 구로동 573,서울특별시 구로구 구로중앙로 152 (구로동),08292,이랜드리테일 NC구로점,2024-12-13 10:31:50,U,2024-12-15 02:40:00,복합쇼핑몰,189570.360930049,444336.051330144,대규모점포,,37.501177,126.882839
293,대규모점포,08_25_01_P,4010000,2020401031707500001,2020-06-17,,1,영업/정상,1,정상영업,,,,,,27134.94,,경기도 시흥시 능곡동 235-1 시흥 플랑드르,"경기도 시흥시 장현능곡로 155, 시흥 플랑드르 (능곡동)",14999,시흥플랑드르,2023-03-03 14:22:15,U,2023-05-26 08:48:36,그 밖의 대규모점포,182864.742763587,429902.071373508,대규모점포,,37.371025,126.807342
294,대규모점포,08_25_01_P,4040000,2020404022807500001,2020-06-10,,1,영업/정상,1,정상영업,,,,,02-380-5234,14148.62,,경기도 하남시 덕풍동 736번지 하남풍산지구 이마트,"경기도 하남시 덕풍서로 70, 하남풍산지구 이마트 (덕풍동)",12927,이마트 하남점,2020-06-10 15:16:17,I,2020-06-12 00:23:18,대형마트,218076.91973786,450073.163619109,대규모점포,,37.552751,127.205361
295,대규모점포,08_25_01_P,4020000,2020402010807500001,2020-06-05,,1,영업/정상,1,정상영업,,,,,031-5175-1206,25366.05,,경기도 군포시 금정동 916 힐스테이트 금정역,"경기도 군포시 엘에스로 143(금정동, 힐스테이트 금정역)",15809,힐스테이트 금정역 상업시설,2022-07-06 09:34:14,U,2022-07-08 02:40:00,구분없음,195045.840185728,430029.875659413,대규모점포,,37.372323,126.944859
296,대규모점포,08_25_01_P,3140000,2020314016707500001,2020-05-26,,1,영업/정상,1,정상영업,,,,,02-2643-3209,2734.89,,서울특별시 양천구 목동 966번지 목동에버하임,"서울특별시 양천구 목동중앙북로 68 (목동, 목동에버하임)",07948,목동에버하임,2020-06-17 13:01:15,U,2020-06-19 02:40:00,그 밖의 대규모점포,188502.886822432,449377.63880433,대규모점포,,37.546588,126.870688
297,대규모점포,08_25_01_P,5530000,2020553038907500001,2020-05-08,,1,영업/정상,1,정상영업,,,,,031-320-4298,76978.9,,경기도 화성시 오산동 967-157 동탄역 롯데캐슬,"경기도 화성시 동탄역로 160, 동탄역 롯데캐슬 (오산동)",18478,롯데백화점 동탄점,2025-08-18 10:33:46,U,2025-08-20 02:40:00,백화점,208569.642431686,410949.263462028,대규모점포,,37.200375,127.09732
298,대규모점포,08_25_01_P,5310000,2005531001307500001,2020-04-29,,1,영업/정상,1,정상영업,,,,,055 749 1052,11028.0,660-020,경상남도 진주시 인사동 3번지,경상남도 진주시 진양호로 477 (인사동),660-020,(주)이마트 진주점,2024-04-24 18:07:33,U,2024-04-26 02:40:00,대형마트,298054.527527208,188573.551987221,대규모점포,,35.19159,128.077417
299,대규모점포,08_25_01_P,5330000,2020533022707500002,2020-04-23,,1,영업/정상,1,정상영업,,,,,055 640 1234,0.0,,경상남도 통영시 광도면 죽림리 1566번지 2호 이마트통영점,"경상남도 통영시 광도면 죽림4로 9, 이마트통영점",53013,(주)이마트 통영점,2020-04-26 19:00:31,I,2020-04-28 00:23:34,쇼핑센터,329522.977138462,155160.704055243,대규모점포,,34.886947,128.417643
303,대규모점포,08_25_01_P,3520000,2020352017507500001,2020-02-26,,1,영업/정상,1,정상영업,,,,,032-810-2525,0.0,,인천광역시 연수구 청학동 502번지 4호 롯데마트 연수점,"인천광역시 연수구 청능대로 87, 롯데마트 연수점 (청학동)",21926,롯데쇼핑(주) 롯데마트 연수점,2024-03-12 16:55:31,U,2024-03-14 02:40:00,대형마트,171173.885129435,434824.628551534,대규모점포,,37.415087,126.675167
