시군명,사업단계,사업유형,정비구역명,위치,구역면적(㎡),(기존주택)준공년도,(기존주택)동수,(기존주택)세대수,(기존주택)면적별세대수(40㎡미만),(기존주택)면적별세대수(40~60㎡),(기존주택)면적별세대수(60~85㎡),(기존주택)면적별세대수(85~135㎡),(기존주택)면적별세대수(135㎡이상),사업시행세대수총계,조합원분양세대수,일반분양세대수,임대세대수,(신축주택)분양주택수,(신축주택)면적별분양주택수(40㎡미만),(신축주택)면적별분양주택수(40~60㎡),(신축주택)면적별분양주택수(60~85㎡),(신축주택)면적별분양주택수(85~135㎡),(신축주택)면적별분양주택수(135㎡이상),(신축주택)임대주택수,(신축주택)면적별임대주택수(40㎡미만),(신축주택)면적별임대주택수(40~60㎡),(신축주택)면적별임대주택수(60~85㎡),(기존)용적률,(신축)용적률,토지등소유자수(명),조합원수(명),사업시행자,사업예정기간(사업시작),사업예정기간(사업완료),정비예정구역고시일자,정비구역지정예정일자,정비계획승인일자,정비구역지정일자(최초지정),정비구역지정일자(변경지정),추진위승인일자,예비평가일자,안전진단일자,조합설립인가일자,사업시행인가일자,관리처분인가일자,착공일자,일반분양일자,준공일자,이전고시일자,현추진상황,담당자전화번호,비고
안양시,예정구역,재개발,안양8동행정복지센터 주변,경기도 안양시 안양8동 564-5,54197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-30,,,,,,,,,,,,,,,,031-8045-2366,
안양시,예정구역,재개발,삼봉,경기도 안양시 박달2동 605-15,19810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-30,,,,,,,,,,,,,,,,,
안양시,추진위원회,재개발,인덕원중학교(A블럭),경기도 안양시 관양동 1485-18,34947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-30,,,,,,,,,,,,,,,,031-8045-5642,
안양시,예정구역,재개발,인덕원중학교(B블럭),경기도 안양시 관양동 1491-59,59896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-30,,,,,,,,,,,,,,,,031-8045-5642,
안양시,예정구역,재건축,정우오승아파트,경기도 안양시 안양동 9111-1,15878,1985,9,471,,,,,,,,,,,,,,,,,,,,228%,,,,,,,2025-05-30,,,,,,,,,,,,,,,,031-8045-5065,
안양시,추진위원회,재건축,뉴골든아파트,경기도 안양시 안양동 1024-1,8446,1988,5,231,,,,,,,,,,,,,,,,,,,,157%,,231,,,,,2025-05-30,,,,,2025-09-24,,,,,,,,,,,031-8045-2402,
안양시,예정구역,재건축,금호타운아파트,경기도 안양시 박달동 149-1,31386,1996,8,793,,,,,,,,,,,,,,,,,,,,238%,,752,,,,,2025-05-30,,,,,,,,,,,,,,,,031-8045-2399,
안양시,추진위원회,재건축,박달우성아파트,경기도 안양시 박달동 85,42168,1990,11,1020,,,,,,,,,,,,,,,,,,,,236%,,1049,,,,,2025-05-30,,,,,2025-10-15,,,,,,,,,,,031-8045-2399,
안양시,예정구역,재건축,극동아파트,경기도 안양시 박달동 139-202,14021,1991,4,320,,,,,,,,,,,,,,,,,,,,231%,,,,,,,2025-05-30,,,,,,,,,,,,,,,,031-8045-2399,
안양시,예정구역,재건축,삼천리태하양수아파트,경기도 안양시 호계동 843-1,17236,1984,9,296,,,,,,,,,,,,,,,,,,,,116%,,,,,,,2025-05-30,,,,,,,,,,,,,,,,031-8045-5065,
안양시,예정구역,재건축,푸른마을삼성아파트,경기도 안양시 호계동 931,10480,1999,5,245,,,,,,,,,,,,,,,,,,,,198%,,,,,,,2025-05-30,,,,,,,,,,,,,,,,031-8045-5065,
안양시,추진위원회,재개발,안양9동행정복지센터 주변,경기도 안양시 안양9동 1031-27,41512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-30,,,,,,,,,,,,,,,,031-8045-2561,
안양시,추진위원회,재개발,성결대학교 주변,경기도 안양시 안양8동 410-10,35188,,,,,,,,,,,,,,,,,,,,,,,,,375,,,,,2025-05-30,,,,,,,,,,,,,,,,031-8045-2366,
안양시,추진위원회,재개발,수촌마을(A블럭),경기도 안양시 관양동 1392,69079,,,,,,,,,,,,,,,,,,,,,,,,,1060,,,,,2025-05-30,,,,,,,,,,,,,,,,031-8045-5282,
안양시,추진위원회,재개발,관양초등학교 주변,경기도 안양시 관양동 1413-11,34442,,,738,,,,,,,,,,,,,,,,,,,,,,713,,,,,2025-05-30,,,,,,,,,,,,,,,,031-8045-2374,
안양시,추진위원회,재개발,중촌마을,경기도 안양시 관양동 1425,154137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-30,,,,,,,,,,,,,,,,,
안양시,추진위원회,재건축,박달신안아파트,경기도 안양시 박달동 152,14521,1991,16,385,,,,,,,,,,,,,,,,,,,,201%,,385,,,,,,,,,,2025-06-30,,,,,,,,,,,031-8045-2402,
안양시,정비구역,재건축,석수럭키아파트,경기도 안양시 만안구 석수동 296,30231,1987,11,735,,75,600,60,,,,,,810,,,,,,,,,,235.70%,280%,775,,,,,2020-03-09,,2025-03-12,2025-03-12,,2025-05-02,2020-07-07,2021-09-17,,,,,,,,,031-8045-2399,
안양시,정비구역,재건축,프라자아파트,경기도 안양시 만안구 안양동 762-2,27125,1987,17,658,,,,,,,,,,,,,,,,,,,,210.90%,260%/270%,671,,,,,2020-03-09,,2025-01-24,2025-01-24,,2025-05-09,2020-07-22,2021-08-06,,,,,,,,,031-8045-2402,
안양시,정비구역,재건축,벽산아파트,경기도 안양시 만안구 안양동 627-72,12412,1985,5,275,,,,275,,,,,,,,,,,,,,,,228.70%,270%/800%,,,,,,2020-03-09,,2025-02-13,2025-02-13,,,2020-07-24,2021-08-31,,,,,,,,,031-8045-2402,
안양시,조합설립,재개발,종합운동장 동측,경기도 안양시 동안구 비산동 1047-20,91267,,315,1329,,,,,,1850,1374,250,226,1624,,,,,,226,,,,130.30%,300%,1370,1374,조합,,,2020-03-09,,,2024-09-04,,,2022-08-18,,,,,,,,,,031-8045-5282,
안양시,조합설립,재개발,종합운동장 북측,경기도 안양시 동안구 비산동 1015-22,64375,,200,910,,,,,,1286,,1132,154,1286,,,,,,154,,,,115.60%,300%,911,910,조합,2022,2033,2020-03-09,2022-05-23,,2024-10-16,,,2022-07-21,,,,,,,,,,031-8045-2407,
안양시,관리처분,재개발,상록,경기도 안양시 만안구 안양8동 398-32,69912,평균 1986,350,1103,549,270,221,42,21,1716,794,630,292,1424,3,687,627,107,,292,289,3,,100~200%,288%,739,680,조합,2008,2029,2006-08-07,,,2025-09-09,,2021-06-28,,,,,2021-12-28,,,,,,,
안양시,관리처분,재건축,향림아파트,경기도 안양시 안양시 만안구 안양동43-1,8497,1981,7,251,,250,,,1,271,210,61,,271,19,42,210,,,,,,,135%,270%,194,194,조합,2020,2026,2019-09-07,,,,,2020-08-13,,2003-02-19,,,2022-03-10,,,,,,031-8045-5065,
안양시,관리처분,재건축,미륭아파트,경기도 안양시 동안구 비산2동 406,28377,1979,8,576,,,72,504,,723,568,134,21,681,,,,,,21,,21,,255%,300%,565,577,조합,2012,2025,2006-08-07,,,2020-12-16,,2021-05-27,2000-12-12,2001-02-21,,,2022-10-27,,,,,,031-8045-2402,
안양시,착공,재건축,박달신한아파트,경기도 안양시 만안구 박달2동 111-1,19457,1986,11,370,,,370,,,507,374,133,,507,,311,196,,,,,,,148%,270%,375,374,조합,2015,2023,2010-05-27,2012-12-31,,2020-05-15,,2021-04-13,2013-01-18,2013-05-28,,,2023-04-01,2025-04-16,2025-06-20,,,,031-8045-2402,
안양시,착공,재개발,안양역세권,경기도 안양시 만안구 안양2동 841-5,27385,1943~2014,84,449,89,268,69,19,4,853,411,408,34,819,14,595,210,,,34,34,,,100~200%,435%,449,413,조합,2015,2028,2014-10-21,,,2017-11-22,,2020-02-04,,,,,2021-09-17,2025-06-27,,,,,031-8045-2366,
안양시,착공,재건축,뉴타운맨션 삼호아파트,경기도 안양시 동안구 비산3동 354-10,123298,1981/1985,18,2052,,,731,997,324,2737,2045,581,111,2737,,736,1637,364,,111,,111,,170~190%,300%,2007,1992,조합,2012,2027,2006-08-07,,,2022-05-25,,2020-01-14,2010-04-09,2011-01-27,,,2021-02-09,2024-08-29,2024-11-14,,,,031-8045-5065,
안양시,착공,재개발,화창,경기도 안양시 만안구 석수2동 348,22670,평균 1985,83,359,180,108,51,11,9,483,443,,40,443,,339,104,,,40,40,,,100~200%,242%,225,201,조합,2009,2026,2006-08-07,,,2023-12-04,,2019-03-29,,,,,2020-12-28,2023-07-04,2023-10-13,,,,031-8045-2407,
안양시,준공,재개발,비산초교 주변,경기도 안양시 동안구 비산3동 281-1,114548,1976~2007,292,1950,925,545,375,63,42,2739,1691,709,339,2400,,416,431,12,,339,206,133,,100~200%,287%,2045,1668,조합,2015,2024,2010-05-27,2012-02-01,,2024-10-21,,2019-02-28,,,,,2020-01-15,2021-05-28,2021-09-13,2024-06-19,,,031-8045-2382,
안양시,준공,재건축,진흥아파트,경기도 안양시 만안구 안양1동 97-3,108559,1983/1985,50,1998,49,430,1519,,,2736,2027,709,,2736,,1528,1136,72,,,,,,170%,270%,2059,2004,조합,2009,2023,2006-08-07,,,2021-05-04,,2016-09-08,2009-10-12,2010-02-04,,,2019-06-18,2021-11-29,2022-03-16,2024-10-18,,,031-8045-2399,
안양시,준공,재개발,융창아파트 주변,경기도 안양시 동안구 호계2동 929,108017,1978~2004,329,1561,761,447,312,25,16,2417,1308,913,196,2221,,339,104,,,196,134,62,,100~200%,268%,1290,1288,조합,2011,2024,2006-08-07,,,2025-03-21,,2018-05-29,,,,,2019-07-29,2021-05-31,2021-06-24,2024-08-19,,,031-8045-2374,
안양시,준공,재개발,호계온천 주변,경기도 안양시 동안구 호계2동 915,41856,평균 1990,92,538,259,140,108,23,8,1011,457,403,151,860,13,416,431,,,151,151,,,100~200%,298%,512,438,조합,2013,2025,2006-08-07,,,2017-08-18,,2019-03-25,,,,,2020-03-04,2021-09-23,2024-11-07,2025-02-25,,,031-8045-2374,
안양시,준공,주거환경개선,냉천,경기도 안양시 만안구 안양5동 618,119122,1971~2002,440,1771,726,697,229,98,21,2329,1054,1087,188,2141,,953,1131,57,,188,91,97,,100~200%,255%,873,,경기주택도시공사,2006,2025,2006-08-07,,,2024-07-15,,2019-03-28,,,,,2020-02-28,2021-12-30,2022-01-14,2025-01-22,,,031-8045-5642,
오산시,준공,주거환경개선,오매장터,경기도 오산시 오산동 354-4번지 일원,56782,1945~2015,187,433,433,,,,,,,,,,,,,,,,,,,180%/800%,,391,,市,2013,2020,,,2015-04-29,2016-01-08,,,,,,,,2017-11-30,,2020-12-31,,,,
오산시,관리처분,재개발,오산경일신안,경기도 오산시 원동 785-1번지 일원,5330,1978,11,110,,110,,,,321,105,216,,321,,,321,,,,,,,600%,645%,105,,토지등소유자,2016,2026,,,,2017-08-16,,,,,,2018-09-12,2020-07-23,,,,,,,
용인시,예정구역,재개발,삼가1,경기도 용인시 처인구 삼가동 110,16000,1986,34,145,145,,,,,,,,,,,,,,,,,,,240%,230~250%,145,,,,,2007-01-22,2015-12-31,,,,,,,,,,,,,,,031-6193-2407,
용인시,예정구역,재개발,삼가2,경기도 용인시 처인구 삼가동 216,16000,1986,32,53,53,,,,,,,,,,,,,,,,,,,240%,230~250%,53,,,,,2007-01-22,2015-12-31,,,,,,,,,,,,,,,031-6193-2407,
용인시,예정구역,재개발,용인3(역북1),경기도 용인시 처인구 역북동 454 (동일),40489,1986,119,562,562,,,,,,,,,,,,,,,,,,,240%,180~250%,562,,,,,2007-01-22,2015-12-31,,,,,,,,,,,,,,,031-6193-2407,
용인시,예정구역,주거환경개선,김량장1,경기도 용인시 처인구 김량장동 226-6,46700,,,,,,,,,,,,,,,,,,,,,,,230%,,,,,,,2021-03-15,2024-12-31,,,,,,,,,,,,,,,031-6193-3232,
용인시,예정구역,주거환경개선,마평2,경기도 용인시 처인구 마평동 612-4,25400,,,,,,,,,,,,,,,,,,,,,,,230%,,,,,,,2021-03-15,2025-12-31,,,,,,,,,,,,,,,031-6193-3232,
용인시,예정구역,주거환경개선,마북1,경기도 용인시 기흥구 마북동 295-7,20100,,,,,,,,,,,,,,,,,,,,,,,240%,,,,,,,2021-03-15,2025-12-31,,,,,,,,,,,,,,,031-6193-3232,
용인시,예정구역,재건축,처인2,경기도 용인시 처인구 마평동 605-1,8403,1993,2,290,,,,,,,,,,,,,,,,,,,,250%,250%,,,,,,2021-03-15,2023-12-31,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,처인3,경기도 용인시 이동읍 천리 118-1,6718,1993,1,202,,,,,,,,,,,,,,,,,,,,250%,250%,,,,,,2021-03-15,2023-12-31,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,처인4,경기도 용인시 처인구 유방동 1007-1,9928,1994,4,375,,,,,,,,,,,,,,,,,,,,271%,290%,,,,,,2021-03-15,2024-12-31,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,처인5,경기도 용인시 처인구 유방동 1007-50,9999,1995,3,330,,,,,,,,,,,,,,,,,,,,286%,290%,,,,,,2021-03-15,2025-12-31,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,기흥3,경기도 용인시 기흥구 구갈동 385,10412,1994,4,205,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,2021-03-15,2025-12-31,,,,,2023-11-06,2025-02-28,,,,,,,,,031-6193-3251,
용인시,예정구역,재건축,수지10,경기도 용인시 수지구 풍덕천동 703,29513,1995,5,470,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,2021-03-15,2025-12-31,,,,,,,,,,,,,,,031-6193-2408,
용인시,추진위원회,재건축,기흥2,경기도 용인시 기흥구 구갈동 385-1,20445,1993,7,384,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,2021-03-15,,2025-01-24,2025-01-24,,2025-04-04,2021-04-30,2022-01-23,,,,,,,,,031-6193-2408,
용인시,조합설립,재건축,수지2,경기도 용인시 수지구 풍덕천동 698-2,27259,1995,10,774,,,,,,,,,,,,,,,,,,,,250%,290%,,,대한토지신탁,,,2021-03-15,,2025-01-24,2025-01-24,,2025-09-17,2021-04-27,2022-04-21,,,,,,,,,031-6193-2408,
용인시,착공,주거환경개선,이동2,경기도 용인시 처인구 이동읍 천리 748-2,35041,,74,105,105,,,,,,,,,,,,,,,,,,,230%,,,,市,2017,,2016-12-28,,,2019-11-29,,2020-02-17,,,,,,,,,,,031-6193-3232,
용인시,준공,주거환경개선,신갈2,경기도 용인시 기흥구 신갈동 33-4,110187,,387,318,318,,,,,,,,,,,,,,,,,,,230%,,,,市,2017,2024,2016-12-28,,,2019-09-27,,2019-12-03,,,,,,2021-03-15,,2024-12-31,,,031-6193-3232,
용인시,준공,재건축,용인2,경기도 용인시 처인구 역북동 795,19826,1984,6,209,209,,,,,452,207,245,,452,,282,170,,,,,,,41%,248%,211,207,조합,2009,2018,2007-01-22,,,2013-12-23,,2015-10-22,,2009-12-23,,,2016-01-28,2016-08-25,2016-09-25,2019-02-01,2019-04-15,,031-6193-2408,
용인시,예정구역,주거환경개선,고림2,경기도 용인시 처인구 고림동 794-29,40900,,,,,,,,,,,,,,,,,,,,,,,230%,,,,,,,2021-03-15,2025-12-31,,,,,,,,,,,,,,,031-6193-3232,
용인시,예정구역,재건축,처인1,경기도 용인시 처인구 김량장동 201-3,10230,1985,4,91,,,,,,,,,,,,,,,,,,,,58%,200%,,,,,,2021-03-15,2025-06-30,,,,,2021-05-22,2022-03-09,,,,,,,,,031-6193-2408,
용인시,준공,주거환경개선,상갈1,경기도 용인시 기흥구 상갈동 102-5,93573,,260,218,218,,,,,,,,,,,,,,,,,,,230%,,,,市,2017,2023,2016-12-28,,,2019-10-04,,2019-12-02,,,,,,2021-08-02,,2023-12-29,,,031-6193-3232,
용인시,준공,주거환경개선,마평1,경기도 용인시 처인구 마평동 732,41541,1970~,96,352,352,,,,,,,,,,,,,,,,,,,230%,230%,223,,市,2015,2022,2011-01-24,2020-12-31,,2019-02-01,,2017-12-27,,,,,,2019-07-12,,2022-03-17,,,031-6193-3232,
용인시,준공,재건축,김량주공아파트(용인1구역),경기도 용인시 처인구 김량장동 526,21449,1982,8,450,450,,,,,484,440,44,,484,,270,178,36,,,,,,90%,220%,455,448,조합,2005,2009,2007-01-22,,,2006-05-06,,2006-07-11,,2002-11-27,,,2006-10-23,2007-06-26,2008-02-01,2009-11-24,2010-05-14,,031-6193-2408,
용인시,준공,재건축,신갈주공아파트(기흥2구역),경기도 용인시 기흥구 신갈동 733,31607,1990,14,560,560,,,,,612,515,97,,612,,52,463,97,,,,,,87%,249%,572,550,조합,2003,2013,2007-01-22,,,,,2009-06-22,,2005-09-07,,,2010-02-05,2011-05-03,2013-05-14,2013-09-03,2014-03-03,,031-6193-2408,
용인시,준공,주거환경개선,용인9,경기도 용인시 처인구 마평동 740,31439,1986,116,211,211,,,,,,,,,,,,,,,,,,,240%,,125,,市,2007,2013,2007-01-22,,,,,2011-04-27,,,,,,2011-07-07,,2013-03-15,,,031-6193-3232,
용인시,준공,주거환경개선,용인10,경기도 용인시 처인구 마평동 601,23983,1986,64,242,242,,,,,,,,,,,,,,,,,,,240%,,110,,市,2007,2013,2007-01-22,,,,,2011-04-27,,,,,,2011-07-07,,2013-03-15,,,031-6193-3232,
용인시,준공,주거환경개선,양지1,경기도 용인시 처인구 양지면 양지리 383,28936,1986,48,175,175,,,,,,,,,,,,,,,,,,,240%,,166,,市,2007,2013,2007-01-22,,,,,2011-04-27,,,,,,2011-07-07,,2013-03-15,,,031-6193-3232,
용인시,준공,주거환경개선,포곡1,경기도 용인시 처인구 포곡읍 전대리 150,12861,1986,31,134,134,,,,,,,,,,,,,,,,,,,240%,,124,,市,2007,2013,2007-01-22,,,,,2011-04-27,,,,,,2011-07-07,,2013-03-15,,,031-6193-3232,
용인시,예정구역,재건축,처인6,경기도 용인시 처인구 김량장동 4-2,21551,1995,7,755,,,,,,,,,,,,,,,,,,,,290%,290%,,,,,,2021-03-15,2025-12-31,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,기흥4,경기도 용인시 기흥구 신갈동 116-2,10169,1992,2,299,,,,,,,,,,,,,,,,,,,,240%,290%,,,,,,2021-03-15,2024-12-31,,,,,2022-06-30,2023-03-31,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,기흥5,경기도 용인시 기흥구 구갈동 384-1,13638,1992,3,200,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,2021-03-15,2025-06-30,,,,,2023-05-22,2024-02-23,,,,,,,,,031-6193-3251,
용인시,예정구역,재건축,기흥6,경기도 용인시 기흥구 고매동 385-4,11267,1993,2,320,,,,,,,,,,,,,,,,,,,,250%,250%,,,,,,2021-03-15,2023-12-31,,,,,2023-05-12,,,,,,,,,,031-6193-3251,
용인시,예정구역,재건축,기흥7,경기도 용인시 기흥구 구갈동 396,31608,1993,10,624,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,2021-03-15,2025-06-30,,,,,2023-05-12,2024-04-26,,,,,,,,,031-6193-3251,
용인시,예정구역,재건축,기흥8,경기도 용인시 기흥구 신갈동 14-4,7138,1995,2,247,,,,,,,,,,,,,,,,,,,,250%,250%,,,,,,2021-03-15,2025-12-31,,,,,,,,,,,,,,,031-6193-3251,
용인시,예정구역,재건축,수지4,경기도 용인시 수지구 풍덕천동 690,23170,1994,5,368,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,2021-03-15,2024-12-31,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,수지5,경기도 용인시 수지구 풍덕천동 693,37163,1994,6,576,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,2021-03-15,2024-12-31,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,수지6,경기도 용인시 수지구 풍덕천동 664,59946,1994,10,1620,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,2021-03-15,2024-12-31,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,수지7,경기도 용인시 수지구 풍덕천동 700-1,51618,1994,12,1168,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,2021-03-15,2024-12-31,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,수지8,경기도 용인시 수지구 풍덕천동 692,22571,1994,5,619,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,2021-03-15,2024-12-31,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,수지9,경기도 용인시 수지구 풍덕천동 694,12112,1995,3,190,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,2021-03-15,2025-12-31,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,수지11,경기도 용인시 수지구 풍덕천동 699,18330,1995,5,416,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,2021-03-15,2025-12-31,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,수지12,경기도 용인시 수지구 풍덕천동 691,21978,1995,6,612,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,2021-03-15,2025-12-31,,,,,,,,,,,,,,,031-6193-2408,
용인시,추진위원회,재건축,기흥1,경기도 용인시 기흥구 구갈동 380,29694,1992,12,570,,,,,,,,,,,,,,,,,,,,290%,290%,,,,,,2021-03-15,,2025-01-24,2025-01-24,,2025-04-11,2021-04-26,2021-12-19,,,,,,,,,031-6193-2408,
용인시,추진위원회,재건축,수지1,경기도 용인시 수지구 풍덕천동 663-1,13249,1994,9,1137,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,2021-03-15,,2025-04-02,2025-04-02,,2025-07-18,2021-04-29,2022-04-21,,,,,,,,,031-6193-2408,
용인시,추진위원회,재건축,수지3,경기도 용인시 수지구 풍덕천동 692-1,16739,1995,5,420,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,2021-03-15,,2025-01-24,2025-01-24,,2025-04-22,2021-04-27,2022-06-10,,,,,,,,,031-6193-2408,
용인시,조합설립,재개발,모현1,경기도 용인시 처인구 모현읍 왕산리 789,22784,1986,61,242,242,,,,,622,176,414,32,590,,141,377,72,,32,32,,,300%,400%,176,176,조합,2007,,2007-01-22,2024-12-31,,2022-03-24,,,,,,,,,,,,,031-6193-2407,
용인시,사업시행,재개발,용인7,경기도 용인시 처인구 김량장동 159,22646,1986,79,143,143,,,,,323,268,,55,268,,28,240,,,55,29,26,,200%,208%,110,110,조합,2007,,2007-01-22,,,2011-04-22,,2011-04-26,,,,,,,,,,,031-6193-2407,
용인시,착공,주거환경개선,풍덕천1,경기도 용인시 수지구 풍덕천동 678-1,83251,,215,215,215,,,,,,,,,,,,,,,,,,,230%,,,,市,2017,,2016-12-28,,,,,2022-08-10,,,,,,2023-02-15,,,,,031-6193-3232,
용인시,착공,주거환경개선,고림1,경기도 용인시 처인구 고림동 772-20,45892,,80,112,112,,,,,,,,,,,,,,,,,,,230%,,,,市,2017,,2016-12-28,,,,,2019-12-02,,,,,,2022-03-18,,,,,031-6193-3232,
용인시,착공,재개발,용인8,경기도 용인시 처인구 김량장동 309-1,49076,1986,123,603,603,,,,,1308,158,1082,68,1240,,908,332,,,68,34,34,,300%,328%,248,166,조합,2007,2023,2007-01-22,,,2022-01-20,,2011-07-07,,,,,2019-05-03,2021-02-23,2021-03-25,,,,031-6193-2407,
의왕시,예정구역,재건축,신안아파트,경기도 의왕시 오전동 216-1번지 일원,17906,1991,3,576,,,576,,,,,,,,,,,,,,,,,298.50%,270%,,,,,,2022-01-10,2025-12-31,,,,,2022-11-28,,,,,,,,,,031-345-3498,
의왕시,예정구역,재건축,왕곡지역,경기도 의왕시 왕곡동 600번지 일원,87449,1994,16,1578,,456,790,332,,,,,,,,,,,,,,,,196.15~218%,270%,,,,,,2022-01-10,2027-12-31,,,,,,,,,,,,,,,031-345-3498,
의왕시,청산,재건축,대우사원주택,경기도 의왕시 내손동 627번지일원,125233,1984,81,1276,,177,716,383,,2422,1273,1149,,2422,,,485,1257,680,,,,,78%,249%,1276,1269,조합,2002,2011,2004-12-24,,,2005-04-11,2012-07-13,2002-11-02,,2002-05-15,,2005-05-16,2007-05-04,2008-11-18,2011-05-17,2012-10-29,2013-05-24,,031-345-3497,
의왕시,청산,재건축,포일주공아파트,경기도 의왕시 내손동 844번지 일원,128886,1982,59,2230,1020,1210,,,,2540,2230,310,,2540,,510,1191,603,236,,,,,78%,247%,2313,2312,조합,2002,2009,2004-12-24,,,2005-04-11,2006-08-14,2002-11-04,,2002-09-07,,2005-05-16,2006-12-28,2007-05-11,2009-09-16,2009-11-23,2010-07-07,,031-345-3497,
의왕시,준공,재개발,오전마구역,경기도 의왕시 오전동 324-4번지일원,14208,1974~2000,13,41,,,36,4,1,536,27,509,,536,,,,528,8,,,,,111%,705%,21,17,조합,2010,2019,2009-08-21,2009-12-31,2010-03-10,2010-12-03,2015-08-11,2011-01-21,,,,2012-01-27,2013-11-11,2014-11-20,2014-11-21,2018-11-22,2018-11-29,,031-345-3497,
의왕시,준공,재건축,청화아파트,경기도 의왕시 포일동 643번지,14450,1984,4,420,,165,255,,,447,433,,14,433,,161,272,,,14,,14,,208%,269%,454,429,조합,2003,2009,2004-12-24,,,2006-01-09,2008-02-15,2003-06-30,2002-10-25,2003-01-08,,2006-06-13,2006-12-28,2007-06-08,,2009-09-30,2010-03-08,,031-345-3497,
의왕시,준공,재건축,오전가구역,경기도 의왕시 오전동 52번지일원,44824,1979~1985,60,654,54,190,360,26,24,941,603,333,5,936,,285,599,52,,5,,5,,112%,296%,714,605,조합,2008,2021,2008-04-24,2008-12-31,2009-04-03,2009-11-10,2023-01-27,2010-11-26,,2009-02-11,,2014-02-12,2016-08-09,2018-05-10,2018-06-11,2021-06-29,2023-05-25,,031-345-3497,
의왕시,착공,재개발,오전나구역,경기도 의왕시 오전동 32-5번지일원,32850,1980~1990,105,233,10,58,84,12,69,733,164,532,37,696,92,306,270,28,,37,37,,,108%,279%,244,168,조합,2008,2026,2008-04-24,2009-12-31,2009-08-06,2010-11-11,2018-04-25,2011-04-27,,,,2014-06-18,2018-12-21,2022-03-24,2023-10-30,,,,031-345-3498,
의왕시,착공,재개발,내손라구역,경기도 의왕시 내손동 661번지일원,93990,1984~1993,250,1360,984,247,16,9,104,2180,1416,586,178,2002,,,1271,149,582,178,102,76,,111%,299%,1334,1310,조합,2008,2026,2008-04-24,2008-12-31,2009-08-06,2010-11-29,2017-12-22,2011-12-28,,,,2018-02-05,2019-12-06,2023-01-16,2023-05-31,,,,031-345-3494,
의왕시,관리처분,재개발,부곡가구역,경기도 의왕시 삼동 192-244번지일원,86095,1970~1985,191,961,276,326,298,38,23,1857,905,859,93,1764,96,1016,745,,,93,93,,,117%,263%,1061,905,조합,2008,2027,2008-04-24,2010-12-31,2011-01-27,2012-05-01,2023-08-30,2014-01-08,,,,2017-04-26,2021-10-22,,,,,,031-345-3494,
의왕시,관리처분,재개발,고천가구역,경기도 의왕시 고천동 276-8번지일원,27025,1950~2007,76,149,50,11,27,16,45,929,142,787,,929,,379,509,41,,,,,,112%,610%,157,144,조합,2008,2026,2008-04-24,2008-12-31,2009-08-06,2011-12-02,2020-07-02,2012-08-31,,,,2021-03-29,2024-07-26,,,,,,031-345-3498,
의왕시,관리처분,재개발,오전다구역,경기도 의왕시 오전동 350-1번지일원,175212,1980~2003,290,1763,709,417,552,40,45,3209,1820,1228,161,3048,2,1635,1347,63,1,161,161,,,106%,278%,1862,1781,조합,2008,2025,2008-04-24,2010-12-31,2011-05-12,2013-07-16,2023-12-05,2016-12-06,,,,2020-12-17,2022-11-28,,,,,,031-345-3492,
